1 0.4625
250000 101.3912207065018
500000 119.5411690660199
750000 121.1386582377096
1000000 122.69111742553802
1250000 123.67095858457336
1500000 127.28860659722773
1750000 128.65630850399506
2000000 128.84106578505614
2250000 129.88609576891741
2500000 130.82090694409146
2750000 131.66654651440533
3000000 133.43855495674583
3250000 134.1487338805793
3500000 134.80625686351317
3750000 135.41839611578115
4000000 135.79101414457425
4250000 137.5289061016406
4500000 137.93604412843552
4750000 137.91575554915604
5000000 139.9708553036096
5250000 140.037460352029
5500000 140.05649487392346
5750000 140.0908931373332
6000000 140.18850331626397
6250000 140.2506964626449
6500000 140.5986822400974
6750000 140.6335333001252
7000000 140.7562052230313
7250000 141.0675529580568
7500000 141.16834447529928
7750000 141.25927217829627
8000000 142.44096250409239
8250000 142.51398404561315
8500000 142.6728544611587
8750000 142.73604638206662
9000000 143.02599248795363
9250000 143.09908988643768
9500000 143.36570390867415
9750000 145.8961714117871
